database_id,hpo_ids_list
OMIM:612540,"['HP:0003593', 'HP:0003623']"
OMIM:612541,['HP:0003623']
OMIM:612555,['HP:0011462']
OMIM:612567,['HP:0003593']
OMIM:612576,['HP:0003577']
OMIM:612577,['HP:0003581']
OMIM:612582,"['HP:0003593', 'HP:0003577']"
OMIM:612591,['HP:0003581']
OMIM:612621,['HP:0003593']
OMIM:612626,['HP:0003577']
OMIM:612642,['HP:0003577']
OMIM:612650,['HP:0011463']
OMIM:612651,['HP:0030674']
OMIM:612653,['HP:0011462']
OMIM:612656,['HP:0003593']
OMIM:612674,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:612691,"['HP:0003577', 'HP:0003621', 'HP:0003593', 'HP:0025709']"
OMIM:612692,['HP:0003593']
OMIM:612703,['HP:0003577']
OMIM:612712,['HP:0011463']
OMIM:612713,"['HP:0003577', 'HP:0003593']"
OMIM:612714,"['HP:0003593', 'HP:0003623']"
OMIM:612716,['HP:0003593']
OMIM:612718,['HP:0003593']
OMIM:612736,['HP:0003593']
OMIM:612740,['HP:0003577']
OMIM:612776,['HP:0003577']
OMIM:612780,['HP:0003593']
OMIM:612782,['HP:0003577']
OMIM:612783,['HP:0003623']
OMIM:612840,['HP:0003593']
OMIM:612841,['HP:0003577']
OMIM:612843,"['HP:0003621', 'HP:0011463']"
OMIM:612852,['HP:0003623']
OMIM:612863,['HP:0011461']
OMIM:612868,['HP:0003593']
OMIM:612877,['HP:0003581']
OMIM:612899,['HP:0003621']
OMIM:612900,['HP:0003577']
OMIM:612908,['HP:0003621']
OMIM:612918,['HP:0003577']
OMIM:612921,['HP:0011461']
OMIM:612922,"['HP:0003621', 'HP:0011463']"
OMIM:612923,"['HP:0011463', 'HP:0011462']"
OMIM:612925,"['HP:0003621', 'HP:0003581', 'HP:0003593', 'HP:0011463']"
OMIM:612932,['HP:0003581']
OMIM:612933,['HP:0003621']
OMIM:612936,['HP:0003577']
OMIM:612937,"['HP:0003621', 'HP:0003581']"
OMIM:612938,"['HP:0003577', 'HP:0011461']"
OMIM:612940,['HP:0034197']
OMIM:612943,"['HP:0003596', 'HP:0011462']"
OMIM:612949,"['HP:0003577', 'HP:0003593']"
OMIM:612951,['HP:0003593']
OMIM:612952,"['HP:0003577', 'HP:0030674', 'HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:612953,"['HP:0011462', 'HP:0003621']"
OMIM:612954,"['HP:0011463', 'HP:0003621']"
OMIM:612955,['HP:0025708']
OMIM:612997,['HP:0011462']
OMIM:612998,['HP:0011463']
OMIM:612999,"['HP:0003621', 'HP:0011463']"
OMIM:613000,['HP:0003621']
OMIM:613001,['HP:0003577']
OMIM:613002,['HP:0003621']
OMIM:613011,"['HP:0011463', 'HP:0003621']"
OMIM:613021,['HP:0003621']
OMIM:613026,['HP:0011461']
OMIM:613027,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:613028,['HP:0025710']
OMIM:613038,['HP:0003593']
OMIM:613055,['HP:0003581']
OMIM:613070,"['HP:0003593', 'HP:0003623']"
OMIM:613073,['HP:0003593']
OMIM:613075,['HP:0003593']
OMIM:613077,"['HP:0003596', 'HP:0011462']"
OMIM:613080,['HP:0003577']
OMIM:613087,['HP:0003577']
OMIM:613090,['HP:0003577']
OMIM:613093,['HP:0011463']
OMIM:613095,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613101,"['HP:0003593', 'HP:0011463']"
OMIM:613102,['HP:0003593']
OMIM:613112,['HP:0003577']
OMIM:613115,"['HP:0003621', 'HP:0011463']"
OMIM:613116,['HP:0003581']
OMIM:613120,"['HP:0003596', 'HP:0025710']"
OMIM:613122,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:613135,"['HP:0003593', 'HP:0003623']"
OMIM:613150,['HP:0003577']
OMIM:613151,['HP:0003577']
OMIM:613152,"['HP:0011463', 'HP:0003593']"
OMIM:613153,['HP:0003577']
OMIM:613154,['HP:0003577']
OMIM:613155,['HP:0003593']
OMIM:613156,['HP:0003577']
OMIM:613157,['HP:0003621']
OMIM:613158,"['HP:0011463', 'HP:0003593']"
OMIM:613161,['HP:0003593']
OMIM:613162,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:613163,['HP:0003623']
OMIM:613172,['HP:0011462']
OMIM:613177,['HP:0003577']
OMIM:613179,['HP:0003593']
OMIM:613192,['HP:0003593']
OMIM:613204,"['HP:0003577', 'HP:0003593']"
OMIM:613205,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:613206,"['HP:0011463', 'HP:0003621']"
OMIM:613217,"['HP:0003593', 'HP:0003623']"
OMIM:613224,"['HP:0011461', 'HP:0003577']"
OMIM:613225,"['HP:0003577', 'HP:0003623']"
OMIM:613227,['HP:0003577']
OMIM:613235,['HP:0003577']
OMIM:613237,['HP:0003581']
OMIM:613239,"['HP:0003596', 'HP:0011462']"
OMIM:613243,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613244,"['HP:0003596', 'HP:0003584', 'HP:0025710']"
OMIM:613251,"['HP:0003584', 'HP:0011462']"
OMIM:613252,['HP:0003596']
OMIM:613254,"['HP:0003593', 'HP:0034198']"
OMIM:613255,"['HP:0003596', 'HP:0003584']"
OMIM:613267,['HP:0003581']
OMIM:613285,['HP:0003577']
OMIM:613286,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613287,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613291,['HP:0003623']
OMIM:613308,"['HP:0003577', 'HP:0003621', 'HP:0003593']"
OMIM:613309,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:613312,"['HP:0003621', 'HP:0011463']"
OMIM:613313,['HP:0011462']
OMIM:613319,"['HP:0003596', 'HP:0011462']"
OMIM:613320,['HP:0003577']
OMIM:613325,['HP:0003593']
OMIM:613327,['HP:0003593']
OMIM:613329,['HP:0003577']
OMIM:613330,['HP:0003577']
OMIM:613339,['HP:0003621']
OMIM:613345,"['HP:0025709', 'HP:0003621']"
OMIM:613348,['HP:0003581']
OMIM:613353,['HP:0003581']
OMIM:613371,['HP:0003581']
OMIM:613375,['HP:0011462']
OMIM:613376,['HP:0011462']
OMIM:613388,['HP:0011463']
OMIM:613390,['HP:0003577']
OMIM:613391,['HP:0003593']
OMIM:613398,['HP:0003577']
OMIM:613404,['HP:0003623']
OMIM:613406,"['HP:0003593', 'HP:0003623', 'HP:0003577', 'HP:0011463', 'HP:0034198']"
OMIM:613424,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:613426,"['HP:0003621', 'HP:0003581', 'HP:0003593', 'HP:0011463']"
OMIM:613435,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:613443,['HP:0003593']
OMIM:613451,"['HP:0011461', 'HP:0003577']"
OMIM:613454,"['HP:0003593', 'HP:0003623']"
OMIM:613457,"['HP:0003593', 'HP:0003623']"
OMIM:613458,['HP:0003577']
OMIM:613464,['HP:0011463']
OMIM:613471,['HP:0025710']
OMIM:613477,['HP:0003593']
OMIM:613480,"['HP:0003621', 'HP:0011463', 'HP:0011462', 'HP:0003593']"
OMIM:613485,"['HP:0025708', 'HP:0003623']"
OMIM:613489,['HP:0003593']
OMIM:613490,['HP:0025708']
OMIM:613493,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:613494,['HP:0003581']
OMIM:613495,['HP:0011463']
OMIM:613500,['HP:0003593']
OMIM:613501,"['HP:0003593', 'HP:0003623']"
OMIM:613502,['HP:0003593']
OMIM:613507,['HP:0025708']
OMIM:613544,['HP:0003577']
OMIM:613546,['HP:0003577']
OMIM:613558,['HP:0025710']
OMIM:613559,['HP:0011463']
OMIM:613561,['HP:0003593']
OMIM:613563,['HP:0003593']
OMIM:613564,"['HP:0003577', 'HP:0003593']"
OMIM:613573,['HP:0003577']
OMIM:613581,"['HP:0003621', 'HP:0011463']"
OMIM:613582,['HP:0011463']
OMIM:613587,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613603,['HP:0003577']
OMIM:613604,['HP:0003577']
OMIM:613608,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613610,['HP:0003577']
OMIM:613617,['HP:0003621']
OMIM:613630,['HP:0011461']
OMIM:613640,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:613642,"['HP:0034197', 'HP:0003593']"
OMIM:613646,"['HP:0003577', 'HP:0003593', 'HP:0003623']"
OMIM:613647,"['HP:0003596', 'HP:0003593']"
OMIM:613658,"['HP:0003593', 'HP:0011461']"
OMIM:613661,"['HP:0003593', 'HP:0003623']"
OMIM:613662,"['HP:0003593', 'HP:0003621']"
OMIM:613668,['HP:0003593']
OMIM:613670,['HP:0003593']
OMIM:613671,['HP:0003593']
OMIM:613672,['HP:0003593']
OMIM:613673,"['HP:0003577', 'HP:0011461', 'HP:0003621']"
OMIM:613676,['HP:0003577']
OMIM:613679,['HP:0003577']
OMIM:613680,"['HP:0003577', 'HP:0003593']"
OMIM:613681,"['HP:0003577', 'HP:0011463']"
OMIM:613684,"['HP:0003577', 'HP:0003593']"
OMIM:613686,['HP:0003577']
OMIM:613688,"['HP:0025708', 'HP:0011463', 'HP:0003581']"
OMIM:613690,['HP:0003581']
OMIM:613693,['HP:0003581']
OMIM:613694,"['HP:0003596', 'HP:0025710']"
OMIM:613695,['HP:0025708']
OMIM:613697,"['HP:0003596', 'HP:0003584', 'HP:0025710']"
OMIM:613704,['HP:0003577']
OMIM:613705,['HP:0003577']
OMIM:613707,['HP:0003623']
OMIM:613708,['HP:0011462']
OMIM:613710,"['HP:0003621', 'HP:0011463']"
OMIM:613711,['HP:0003577']
OMIM:613712,['HP:0003577']
OMIM:613717,['HP:0003577']
OMIM:613718,['HP:0003577']
OMIM:613720,"['HP:0003593', 'HP:0003623']"
OMIM:613721,"['HP:0003593', 'HP:0011463']"
OMIM:613722,['HP:0003593']
OMIM:613723,['HP:0011463']
OMIM:613724,['HP:0003621']
OMIM:613728,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:613730,['HP:0003577']
OMIM:613731,['HP:0011463']
OMIM:613735,['HP:0003593']
OMIM:613736,['HP:0003621']
OMIM:613744,"['HP:0003577', 'HP:0011463', 'HP:0003623']"
OMIM:613750,"['HP:0003596', 'HP:0011462']"
OMIM:613751,['HP:0003577']
OMIM:613752,['HP:0003593']
OMIM:613763,['HP:0003577']
OMIM:613765,['HP:0003581']
OMIM:613776,['HP:0003577']
OMIM:613779,"['HP:0011463', 'HP:0003593']"
OMIM:613792,['HP:0003577']
OMIM:613794,['HP:0011463']
OMIM:613800,['HP:0003577']
OMIM:613801,['HP:0011463']
OMIM:613803,['HP:0003577']
OMIM:613804,['HP:0003577']
OMIM:613805,['HP:0003577']
OMIM:613807,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:613811,['HP:0003593']
OMIM:613812,['HP:0003623']
OMIM:613818,['HP:0011463']
OMIM:613823,['HP:0003577']
OMIM:613826,"['HP:0003593', 'HP:0011463', 'HP:0003623', 'HP:0003577', 'HP:0003621']"
OMIM:613829,['HP:0003593']
OMIM:613830,['HP:0011463']
OMIM:613834,['HP:0003577']
OMIM:613835,"['HP:0003593', 'HP:0011463']"
OMIM:613838,['HP:0003621']
OMIM:613839,['HP:0003621']
OMIM:613843,"['HP:0003577', 'HP:0003593']"
OMIM:613845,['HP:0003593']
OMIM:613848,['HP:0034197']
OMIM:613849,['HP:0003593']
OMIM:613855,"['HP:0003621', 'HP:0011462']"
OMIM:613861,['HP:0003621']
OMIM:613862,['HP:0011463']
OMIM:613869,"['HP:0003593', 'HP:0003623']"
OMIM:613870,['HP:0003577']
OMIM:613873,['HP:0011462']
OMIM:613874,['HP:0003596']
OMIM:613876,"['HP:0003621', 'HP:0003581']"
OMIM:613877,['HP:0011462']
OMIM:613881,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:613882,"['HP:0003621', 'HP:0011463']"
OMIM:613884,['HP:0003577']
OMIM:613885,['HP:0003577']
OMIM:613886,['HP:0003593']
OMIM:613908,['HP:0003596']
OMIM:613916,['HP:0003593']
OMIM:613925,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:613926,"['HP:0003577', 'HP:0003593']"
OMIM:613930,['HP:0003577']
OMIM:613943,['HP:0011463']
OMIM:613950,"['HP:0003621', 'HP:0011462']"
OMIM:613954,['HP:0003596']
OMIM:613958,['HP:0011462']
OMIM:613960,['HP:0011463']
OMIM:613977,['HP:0003577']
OMIM:613980,['HP:0003596']
OMIM:613981,['HP:0011463']
OMIM:613982,['HP:0003593']
OMIM:613983,['HP:0011462']
OMIM:613986,['HP:0003623']
OMIM:613987,['HP:0003621']
OMIM:613989,"['HP:0003596', 'HP:0011462', 'HP:0003621']"
OMIM:613990,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:614008,['HP:0011463']
OMIM:614009,['HP:0003593']
OMIM:614017,['HP:0003623']
OMIM:614018,['HP:0011463']
OMIM:614019,['HP:0003577']
OMIM:614020,['HP:0003593']
OMIM:614021,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:614022,['HP:0003596']
OMIM:614023,['HP:0003593']
OMIM:614039,['HP:0003577']
OMIM:614049,['HP:0003596']
OMIM:614050,['HP:0003596']
OMIM:614052,['HP:0003577']
OMIM:614063,['HP:0011463']
OMIM:614065,['HP:0011462']
OMIM:614066,['HP:0003577']
OMIM:614067,['HP:0003623']
OMIM:614069,['HP:0003577']
OMIM:614072,['HP:0003621']
OMIM:614074,"['HP:0003621', 'HP:0003593', 'HP:0003623']"
OMIM:614075,"['HP:0003577', 'HP:0003593']"
OMIM:614076,['HP:0011463']
OMIM:614077,['HP:0003577']
OMIM:614078,['HP:0003577']
OMIM:614080,['HP:0003577']
OMIM:614083,"['HP:0003577', 'HP:0003593']"
OMIM:614096,"['HP:0003577', 'HP:0003593']"
OMIM:614098,['HP:0003577']
OMIM:614102,['HP:0011463']
OMIM:614104,"['HP:0003593', 'HP:0003577']"
OMIM:614105,['HP:0003593']
OMIM:614113,['HP:0011463']
OMIM:614115,['HP:0003621']
OMIM:614116,['HP:0011462']
OMIM:614120,['HP:0011461']
OMIM:614131,"['HP:0003621', 'HP:0011463']"
OMIM:614135,['HP:0003621']
OMIM:614152,"['HP:0003621', 'HP:0011462']"
OMIM:614156,['HP:0003584']
OMIM:614162,"['HP:0011463', 'HP:0003621', 'HP:0025708']"
OMIM:614167,['HP:0011463']
OMIM:614172,['HP:0025709']
OMIM:614175,['HP:0011461']
OMIM:614181,"['HP:0003596', 'HP:0011462']"
OMIM:614186,"['HP:0003593', 'HP:0003623']"
OMIM:614188,['HP:0011463']
OMIM:614195,['HP:0003577']
OMIM:614196,['HP:0003621']
OMIM:614198,"['HP:0003621', 'HP:0003593']"
OMIM:614199,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:614200,['HP:0003577']
OMIM:614201,['HP:0003593']
OMIM:614203,['HP:0003581']
OMIM:614204,"['HP:0003621', 'HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003623']"
OMIM:614207,"['HP:0003577', 'HP:0003593']"
OMIM:614209,['HP:0034199']
OMIM:614211,"['HP:0003621', 'HP:0011462']"
OMIM:614213,"['HP:0003621', 'HP:0003577']"
OMIM:614219,['HP:0003577']
OMIM:614222,['HP:0003577']
OMIM:614225,['HP:0003577']
OMIM:614229,['HP:0011463']
OMIM:614230,['HP:0003577']
OMIM:614231,['HP:0003577']
OMIM:614249,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:614250,['HP:0011462']
OMIM:614251,"['HP:0003596', 'HP:0003584']"
OMIM:614254,"['HP:0003577', 'HP:0003593']"
OMIM:614256,['HP:0011463']
OMIM:614261,['HP:0003577']
OMIM:614262,['HP:0003577']
OMIM:614284,['HP:0011463']
OMIM:614292,['HP:0011463']
OMIM:614294,['HP:0003577']
OMIM:614296,"['HP:0003621', 'HP:0011463']"
OMIM:614298,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:614299,['HP:0003593']
OMIM:614300,"['HP:0003593', 'HP:0003623']"
OMIM:614302,['HP:0003581']
OMIM:614303,['HP:0011463']
OMIM:614306,"['HP:0011463', 'HP:0003623']"
OMIM:614307,['HP:0011462']
OMIM:614321,['HP:0003621']
OMIM:614322,"['HP:0003593', 'HP:0011463']"
OMIM:614323,['HP:0003593']
OMIM:614324,['HP:0003621']
OMIM:614327,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:614338,['HP:0003623']
OMIM:614340,['HP:0003593']
OMIM:614350,['HP:0003581']
OMIM:614369,['HP:0003621']
OMIM:614373,['HP:0011463']
OMIM:614376,['HP:0003577']
OMIM:614377,"['HP:0003621', 'HP:0011463', 'HP:0011461']"
OMIM:614378,['HP:0003577']
OMIM:614379,['HP:0003593']
OMIM:614381,"['HP:0003577', 'HP:0011463']"
OMIM:614388,['HP:0003623']
OMIM:614389,['HP:0011462']
OMIM:614390,['HP:0011462']
OMIM:614391,['HP:0011462']
OMIM:614399,"['HP:0003577', 'HP:0011461']"
OMIM:614402,['HP:0003577']
OMIM:614409,"['HP:0011463', 'HP:0003621']"
OMIM:614415,"['HP:0011463', 'HP:0003593']"
OMIM:614416,['HP:0030674']
OMIM:614417,"['HP:0003621', 'HP:0011463']"
OMIM:614420,"['HP:0003621', 'HP:0011463']"
OMIM:614429,['HP:0003577']
OMIM:614430,['HP:0003577']
OMIM:614431,['HP:0003577']
OMIM:614432,['HP:0003577']
OMIM:614435,['HP:0003577']
OMIM:614437,['HP:0003577']
OMIM:614438,['HP:0003577']
OMIM:614441,"['HP:0003621', 'HP:0011462']"
OMIM:614455,"['HP:0003621', 'HP:0011462']"
OMIM:614457,['HP:0003577']
OMIM:614458,"['HP:0003593', 'HP:0011463']"
OMIM:614462,['HP:0003623']
OMIM:614468,"['HP:0003593', 'HP:0011463']"
OMIM:614473,['HP:0003593']
OMIM:614474,['HP:0003577']
OMIM:614475,['HP:0003577']
OMIM:614480,['HP:0003593']
OMIM:614482,['HP:0003593']
OMIM:614486,['HP:0003581']
OMIM:614487,"['HP:0003593', 'HP:0011463']"
OMIM:614495,['HP:0011462']
OMIM:614497,['HP:0003577']
OMIM:614498,"['HP:0003593', 'HP:0003623']"
OMIM:614504,['HP:0011463']
OMIM:614507,['HP:0003593']
OMIM:614508,"['HP:0011463', 'HP:0003593']"
OMIM:614514,['HP:0003623']
OMIM:614524,['HP:0003577']
OMIM:614557,['HP:0011461']
OMIM:614558,"['HP:0003577', 'HP:0003593', 'HP:0003623']"
OMIM:614559,['HP:0003593']
OMIM:614561,"['HP:0003621', 'HP:0003596', 'HP:0003593', 'HP:0011463', 'HP:0011462']"
OMIM:614563,['HP:0003593']
OMIM:614564,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:614575,['HP:0003581']
OMIM:614576,['HP:0003577']
OMIM:614582,"['HP:0003593', 'HP:0003623']"
OMIM:614588,['HP:0011462']
OMIM:614592,['HP:0003577']
OMIM:614594,['HP:0003593']
OMIM:614595,['HP:0003581']
OMIM:614602,"['HP:0003593', 'HP:0011461', 'HP:0003623']"
OMIM:614613,['HP:0003577']
OMIM:614614,['HP:0003621']
OMIM:614615,['HP:0003593']
OMIM:614616,['HP:0003593']
OMIM:614617,['HP:0003577']
OMIM:614618,['HP:0003623']
OMIM:614619,"['HP:0003577', 'HP:0003623']"
OMIM:614621,['HP:0003593']
OMIM:614640,['HP:0003593']
OMIM:614650,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:614651,['HP:0011463']
OMIM:614652,['HP:0003623']
OMIM:614654,['HP:0003623']
OMIM:614662,['HP:0003621']
OMIM:614665,['HP:0003577']
OMIM:614672,['HP:0003596']
OMIM:614673,['HP:0003577']
OMIM:614676,['HP:0003581']
OMIM:614678,['HP:0003577']
OMIM:614679,['HP:0003577']
OMIM:614691,['HP:0003577']
OMIM:614701,['HP:0011461']
OMIM:614702,"['HP:0003577', 'HP:0003593']"
OMIM:614706,['HP:0025709']
OMIM:614723,"['HP:0003621', 'HP:0011463']"
OMIM:614728,['HP:0003577']
OMIM:614741,['HP:0003577']
OMIM:614742,['HP:0003581']
OMIM:614743,['HP:0003581']
OMIM:614744,['HP:0003577']
OMIM:614748,"['HP:0003577', 'HP:0003593', 'HP:0003623']"
OMIM:614749,['HP:0003577']
OMIM:614750,"['HP:0003593', 'HP:0011463']"
OMIM:614751,"['HP:0003621', 'HP:0025708']"
OMIM:614753,"['HP:0011463', 'HP:0003623']"
OMIM:614756,['HP:0003593']
OMIM:614779,['HP:0003577']
OMIM:614807,"['HP:0011463', 'HP:0003623']"
OMIM:614814,['HP:0003577']
OMIM:614815,"['HP:0003577', 'HP:0034198']"
OMIM:614822,['HP:0011462']
OMIM:614823,['HP:0003577']
OMIM:614830,['HP:0003577']
OMIM:614831,['HP:0003593']
OMIM:614837,['HP:0003621']
OMIM:614842,['HP:0003621']
OMIM:614849,['HP:0011463']
OMIM:614850,['HP:0011463']
OMIM:614851,['HP:0003577']
OMIM:614856,['HP:0003577']
OMIM:614857,"['HP:0003577', 'HP:0003623']"
OMIM:614859,['HP:0003577']
OMIM:614860,['HP:0003581']
OMIM:614861,['HP:0003577']
OMIM:614862,['HP:0003623']
OMIM:614866,"['HP:0011463', 'HP:0003623', 'HP:0003577']"
OMIM:614867,['HP:0003593']
OMIM:614868,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:614869,['HP:0003577']
OMIM:614870,['HP:0003577']
OMIM:614871,"['HP:0011463', 'HP:0003621']"
OMIM:614872,['HP:0003577']
OMIM:614874,"['HP:0003593', 'HP:0003623']"
OMIM:614877,"['HP:0003593', 'HP:0011463']"
OMIM:614878,['HP:0003593']
OMIM:614879,['HP:0003621']
OMIM:614881,['HP:0011462']
OMIM:614885,['HP:0011463']
OMIM:614886,['HP:0003577']
OMIM:614887,"['HP:0003577', 'HP:0003593']"
OMIM:614890,['HP:0003593']
OMIM:614892,"['HP:0003621', 'HP:0011463']"
OMIM:614893,['HP:0011463']
OMIM:614895,['HP:0011463']
OMIM:614896,['HP:0003577']
OMIM:614897,['HP:0025708']
OMIM:614898,"['HP:0003593', 'HP:0011463']"
OMIM:614899,['HP:0003577']
OMIM:614900,['HP:0034197']
OMIM:614915,['HP:0003577']
OMIM:614916,"['HP:0003621', 'HP:0011463']"
OMIM:614920,['HP:0003621']
OMIM:614922,['HP:0003577']
OMIM:614923,"['HP:0003593', 'HP:0011463']"
OMIM:614924,['HP:0003593']
OMIM:614927,['HP:0003577']
OMIM:614929,['HP:0003577']
OMIM:614931,['HP:0003577']
OMIM:614932,['HP:0003593']
OMIM:614934,['HP:0011463']
OMIM:614937,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:614944,['HP:0003577']
OMIM:614945,['HP:0003577']
OMIM:614946,['HP:0003623']
OMIM:614959,"['HP:0003593', 'HP:0003623']"
OMIM:614961,"['HP:0003593', 'HP:0003577']"
OMIM:614962,['HP:0011463']
OMIM:614963,['HP:0003593']
OMIM:614969,['HP:0003577']
OMIM:614970,['HP:0003577']
OMIM:614976,['HP:0003577']
OMIM:614979,['HP:0003621']
OMIM:614980,['HP:0003577']
OMIM:614990,['HP:0003577']
OMIM:615005,"['HP:0003621', 'HP:0011463']"
OMIM:615006,['HP:0003593']
OMIM:615007,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:615008,"['HP:0003621', 'HP:0003593', 'HP:0025708', 'HP:0011463']"
OMIM:615010,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:615023,['HP:0003577']
OMIM:615024,['HP:0003577']
OMIM:615025,"['HP:0003621', 'HP:0011462']"
OMIM:615028,['HP:0011463']
OMIM:615030,"['HP:0003577', 'HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:615031,['HP:0011463']
OMIM:615032,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0011461']"
OMIM:615033,['HP:0011463']
OMIM:615034,"['HP:0003621', 'HP:0011462']"
OMIM:615035,['HP:0003621']
OMIM:615040,['HP:0003593']
OMIM:615041,['HP:0003577']
OMIM:615042,['HP:0003577']
OMIM:615043,['HP:0003621']
OMIM:615048,"['HP:0003596', 'HP:0025710']"
OMIM:615058,['HP:0011463']
OMIM:615065,['HP:0003577']
OMIM:615066,"['HP:0030674', 'HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:615067,['HP:0003623']
OMIM:615073,"['HP:0003621', 'HP:0003581']"
OMIM:615074,['HP:0003593']
OMIM:615075,"['HP:0003593', 'HP:0003623']"
OMIM:615083,['HP:0003581']
OMIM:615084,"['HP:0011462', 'HP:0003621']"
OMIM:615085,"['HP:0003593', 'HP:0011463']"
OMIM:615095,['HP:0003577']
OMIM:615108,['HP:0003581']
OMIM:615109,['HP:0003581']
OMIM:615112,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:615113,['HP:0003577']
OMIM:615119,"['HP:0003593', 'HP:0003623']"
OMIM:615120,['HP:0011463']
OMIM:615127,"['HP:0003621', 'HP:0011462']"
OMIM:615139,['HP:0003577']
OMIM:615145,['HP:0003577']
OMIM:615147,['HP:0011463']
OMIM:615155,"['HP:0003593', 'HP:0011463']"
OMIM:615156,"['HP:0011462', 'HP:0003581']"
OMIM:615157,"['HP:0003596', 'HP:0011463', 'HP:0003621']"
OMIM:615158,['HP:0003593']
OMIM:615159,['HP:0003593']
OMIM:615181,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:615184,['HP:0003596']
OMIM:615185,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:615188,['HP:0003577']
OMIM:615198,['HP:0003593']
OMIM:615206,['HP:0003593']
OMIM:615207,['HP:0011463']
OMIM:615214,['HP:0003593']
OMIM:615217,"['HP:0003621', 'HP:0025708']"
OMIM:615219,"['HP:0003577', 'HP:0034197']"
OMIM:615222,['HP:0011463']
OMIM:615225,['HP:0011463']
OMIM:615226,['HP:0003577']
OMIM:615228,['HP:0003577']
OMIM:615233,['HP:0003581']
OMIM:615234,"['HP:0003593', 'HP:0011463']"
OMIM:615235,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:615237,"['HP:0003577', 'HP:0003593']"
OMIM:615238,['HP:0003621']
OMIM:615244,['HP:0003623']
OMIM:615248,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:615249,"['HP:0003577', 'HP:0034197']"
OMIM:615268,['HP:0003577']
OMIM:615271,['HP:0003621']
OMIM:615272,['HP:0003577']
OMIM:615273,['HP:0003593']
OMIM:615274,['HP:0003577']
OMIM:615280,"['HP:0003593', 'HP:0011463']"
OMIM:615281,"['HP:0003593', 'HP:0011463']"
OMIM:615282,['HP:0011461']
OMIM:615284,['HP:0003621']
OMIM:615285,"['HP:0003593', 'HP:0003623']"
OMIM:615286,['HP:0003593']
OMIM:615287,['HP:0034198']
OMIM:615290,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:615294,"['HP:0003593', 'HP:0003623']"
OMIM:615297,['HP:0003577']
OMIM:615328,['HP:0003577']
OMIM:615330,['HP:0003577']
OMIM:615338,['HP:0003593']
OMIM:615342,['HP:0003621']
OMIM:615343,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0003584', 'HP:0011462']"
OMIM:615344,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:615349,['HP:0003593']
